SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,POPESTIMATE2022,POPESTIMATE2023,POPESTIMATE2024,POPESTIMATE2025,NPOPCHG2020,NPOPCHG2021,NPOPCHG2022,NPOPCHG2023,NPOPCHG2024,NPOPCHG2025,BIRTHS2020,BIRTHS2021,BIRTHS2022,BIRTHS2023,BIRTHS2024,BIRTHS2025,DEATHS2020,DEATHS2021,DEATHS2022,DEATHS2023,DEATHS2024,DEATHS2025,NATURALCHG2020,NATURALCHG2021,NATURALCHG2022,NATURALCHG2023,NATURALCHG2024,NATURALCHG2025,INTERNATIONALMIG2020,INTERNATIONALMIG2021,INTERNATIONALMIG2022,INTERNATIONALMIG2023,INTERNATIONALMIG2024,INTERNATIONALMIG2025,DOMESTICMIG2020,DOMESTICMIG2021,DOMESTICMIG2022,DOMESTICMIG2023,DOMESTICMIG2024,DOMESTICMIG2025,NETMIG2020,NETMIG2021,NETMIG2022,NETMIG2023,NETMIG2024,NETMIG2025,RESIDUAL2020,RESIDUAL2021,RESIDUAL2022,RESIDUAL2023,RESIDUAL2024,RESIDUAL2025,GQESTIMATESBASE2020,GQESTIMATES2020,GQESTIMATES2021,GQESTIMATES2022,GQESTIMATES2023,GQESTIMATES2024,GQESTIMATES2025,RBIRTH2021,RBIRTH2022,RBIRTH2023,RBIRTH2024,RBIRTH2025,RDEATH2021,RDEATH2022,RDEATH2023,RDEATH2024,RDEATH2025,RNATURALCHG2021,RNATURALCHG2022,RNATURALCHG2023,RNATURALCHG2024,RNATURALCHG2025,RINTERNATIONALMIG2021,RINTERNATIONALMIG2022,RINTERNATIONALMIG2023,RINTERNATIONALMIG2024,RINTERNATIONALMIG2025,RDOMESTICMIG2021,RDOMESTICMIG2022,RDOMESTICMIG2023,RDOMESTICMIG2024,RDOMESTICMIG2025,RNETMIG2021,RNETMIG2022,RNETMIG2023,RNETMIG2024,RNETMIG2025
050,2,4,27,081,Minnesota,Lincoln County,5638,5623,5576,5606,5584,5591,5583,-15,-47,30,-22,7,-8,17,69,71,46,54,63,23,76,85,66,55,55,-6,-7,-14,-20,-1,8,0,1,5,6,2,1,-8,-42,41,-9,7,-17,-8,-41,46,-3,9,-16,-1,1,-2,1,-1,0,104,104,104,104,104,104,104,12.3225288,12.6989805,8.221626452,9.66442953,11.27617684,13.57264041,15.20300483,11.79624665,9.843400447,9.844281368,-1.250111617,-2.504024325,-3.574620197,-0.178970917,1.431895472,0.178587374,0.894294402,1.072386059,0.357941835,0.178986934,-7.500669703,7.333214094,-1.608579088,1.252796421,-3.042777877,-7.322082329,8.227508496,-0.536193029,1.610738255,-2.863790943
050,2,4,27,083,Minnesota,Lyon County,25523,25429,25500,25521,25587,25785,25684,-94,71,21,66,198,-101,78,314,322,356,296,317,58,275,223,266,264,271,20,39,99,90,32,46,0,50,213,124,155,51,-104,-36,-306,-149,14,-197,-104,14,-93,-25,169,-146,-10,18,15,1,-3,-1,933,933,929,907,932,1038,1037,12.33089203,12.62225358,13.93128277,11.52378728,12.31809439,10.79934811,8.741498599,10.40932926,10.27797244,10.53061066,1.531543914,3.880754983,3.52195351,1.245814841,1.787483728,1.963517839,8.349503146,4.852469281,6.034415635,1.981775438,-1.413732844,-11.99506086,-5.8307897,0.545043993,-7.655093357,0.549784995,-3.645557712,-0.97832042,6.579459628,-5.67331792
050,2,4,27,085,Minnesota,McLeod County,36760,36743,36813,36776,36861,36823,36631,-17,70,-37,85,-38,-192,107,359,397,416,391,395,103,412,443,412,414,418,4,-53,-46,4,-23,-23,0,5,71,64,87,30,-28,84,-39,27,-102,-200,-28,89,32,91,-15,-170,7,34,-23,-10,0,1,662,662,661,662,662,662,662,9.761270325,10.78965606,11.29866779,10.61288747,10.75503036,11.20234923,12.03984291,11.19002675,11.23717496,11.38127263,-1.441078906,-1.250186849,0.108641036,-0.624287498,-0.626242274,0.13595084,1.929636223,1.738256583,2.361435318,0.816837749,2.283974115,-1.059941024,0.733326996,-2.768579339,-5.445584992,2.419924955,0.869695199,2.471583579,-0.40714402,-4.628747243
050,2,4,27,087,Minnesota,Mahnomen County,5402,5373,5384,5320,5307,5241,5153,-29,11,-64,-13,-66,-88,18,82,73,87,69,74,23,97,103,69,75,78,-5,-15,-30,18,-6,-4,0,0,8,2,6,2,-24,22,-43,-32,-65,-87,-24,22,-35,-30,-59,-85,0,4,1,-1,-1,1,62,62,62,62,62,62,62,15.2458864,13.63976084,16.37338854,13.08304892,14.23898403,18.03476806,19.245142,12.98579091,14.22070535,15.00865884,-2.788881658,-5.605381166,3.387597629,-1.137656428,-0.769674812,0,1.494768311,0.376399737,1.137656428,0.384837406,4.090359766,-8.034379671,-6.022395784,-12.3246113,-16.74042717,4.090359766,-6.53961136,-5.645996048,-11.18695487,-16.35558976
050,2,4,27,089,Minnesota,Marshall County,9031,9025,8998,8873,8828,8788,8798,-6,-27,-125,-45,-40,10,21,104,96,99,72,88,19,95,107,76,74,76,2,9,-11,23,-2,12,0,0,2,2,5,5,-6,-42,-115,-72,-45,-7,-6,-42,-113,-70,-40,-2,-2,6,-1,2,2,0,75,75,75,75,75,74,75,11.54080897,10.74366292,11.18580871,8.174386921,10.00796088,10.54208511,11.97470763,8.587085475,8.401453224,8.64323894,0.998723853,-1.231044709,2.598723236,-0.227066303,1.364721938,0,0.223826311,0.225975934,0.567665758,0.568634141,-4.660711313,-12.87001287,-8.135133608,-5.108991826,-0.796087797,-4.660711313,-12.64618656,-7.909157675,-4.541326067,-0.227453656
050,2,4,27,091,Minnesota,Martin County,20038,19998,19941,19696,19727,19564,19440,-40,-57,-245,31,-163,-124,51,227,215,220,194,199,53,272,299,281,263,274,-2,-45,-84,-61,-69,-75,0,0,23,28,38,12,-34,-27,-187,69,-129,-60,-34,-27,-164,97,-91,-48,-4,15,3,-5,-3,-1,300,300,300,300,300,300,300,11.36733519,10.84844968,11.16099739,9.875034995,10.20408163,13.62077168,15.08691374,14.25563757,13.38728971,14.04984104,-2.253436491,-4.238464061,-3.094640185,-3.512254715,-3.845759409,0,1.160531826,1.420490577,1.934285205,0.615321506,-1.352061894,-9.435628327,3.500494635,-6.566389249,-3.076607527,-1.352061894,-8.275096501,4.920985212,-4.632104044,-2.461286022
050,2,4,27,093,Minnesota,Meeker County,23396,23430,23403,23545,23522,23522,23603,34,-27,142,-23,0,81,52,244,245,254,265,267,57,261,255,240,268,276,-5,-17,-10,14,-3,-9,0,4,45,35,40,9,33,-31,126,-69,-35,81,33,-27,171,-34,5,90,6,17,-19,-3,-2,0,426,426,425,425,429,429,429,10.42000299,10.43707932,10.7931247,11.26604881,11.33156499,11.1459868,10.86308256,10.19822806,11.39358898,11.71352785,-0.725983815,-0.426003238,0.594896637,-0.127540175,-0.381962865,0.170819721,1.917014569,1.487241592,1.700535669,0.381962865,-1.323852839,5.367640794,-2.931990567,-1.48796871,3.437665783,-1.153033118,7.284655363,-1.444748975,0.212566959,3.819628647
050,2,4,27,095,Minnesota,Mille Lacs County,26481,26475,26919,27287,27466,27680,27753,-6,444,368,179,214,73,81,275,275,304,322,327,91,353,376,330,339,343,-10,-78,-101,-26,-17,-16,0,2,1,1,8,-4,-4,540,454,205,227,94,-4,542,455,206,235,90,8,-20,14,-1,-4,-1,427,427,424,426,425,427,427,10.30078286,10.14647825,11.10441437,11.67809089,11.79802645,13.22245945,13.87300299,12.05413402,12.29463606,12.37529991,-2.921676593,-3.726524739,-0.94971965,-0.616545171,-0.577273465,0.074914784,0.036896285,0.036527679,0.290138904,-0.144318366,20.2269918,16.75091318,7.488174164,8.232691401,3.391481608,20.30190658,16.78780947,7.524701843,8.522830305,3.247163242
050,2,4,27,097,Minnesota,Morrison County,34003,33991,34069,34278,34328,34494,34620,-12,78,209,50,166,126,75,335,370,364,389,399,67,410,403,385,388,398,8,-75,-33,-21,1,1,0,1,7,6,10,8,-24,126,252,73,161,116,-24,127,259,79,171,124,4,26,-17,-8,-6,1,518,518,517,517,519,519,519,9.844255069,10.82710287,10.61131679,11.30452472,11.54614116,12.04819277,11.7927634,11.22350815,11.27546424,11.51720346,-2.203937702,-0.965660526,-0.612191354,0.029060475,0.028937697,0.029385836,0.204837081,0.174911815,0.290604749,0.231501577,3.702615339,7.374134929,2.128093753,4.678736451,3.356772868,3.732001175,7.578972011,2.303005568,4.969341199,3.588274445
050,2,4,27,099,Minnesota,Mower County,40043,40068,40232,40094,40207,40684,40971,25,164,-138,113,477,287,127,467,488,487,502,514,92,419,484,415,429,431,35,48,4,72,73,83,2,110,254,330,431,187,-20,-27,-397,-289,-26,18,-18,83,-143,41,405,205,8,33,1,0,-1,-1,674,674,673,674,674,673,674,11.63138232,12.15048677,12.12936327,12.41176398,12.58955361,10.4358655,12.05089261,10.33611039,10.60686603,10.55661013,1.195516812,0.099594154,1.793252886,1.804897949,2.032943482,2.739726027,6.324228768,8.219075728,10.65631529,4.580246158,-0.672478207,-9.884719767,-7.197917834,-0.642840365,0.440879309,2.067247821,-3.560490999,1.021157893,10.01347492,5.021125467
050,2,4,27,101,Minnesota,Murray County,8179,8177,8146,8061,8090,8027,7942,-2,-31,-85,29,-63,-85,19,76,77,50,58,58,12,92,109,75,74,76,7,-16,-32,-25,-16,-18,0,1,12,8,9,6,-8,-20,-65,47,-55,-73,-8,-19,-53,55,-46,-67,-1,4,0,-1,-1,0,76,76,76,76,76,76,76,9.312013723,9.502067008,6.191567086,7.197369238,7.264074144,11.27243767,13.45097797,9.287350628,9.182850406,9.518441981,-1.960423942,-3.948910964,-3.095783543,-1.985481169,-2.254367838,0.122526496,1.480841612,0.990650734,1.116833158,0.751455946,-2.450529927,-8.021225396,5.820073061,-6.825091518,-9.142714008,-2.328003431,-6.540383785,6.810723794,-5.708258361,-8.391258062
050,2,4,27,103,Minnesota,Nicollet County,34458,34504,34370,34500,34021,34239,34273,46,-134,130,-479,218,34,87,315,334,275,300,300,84,268,307,288,280,288,3,47,27,-13,20,12,0,24,71,89,100,56,35,-209,53,-567,103,-36,35,-185,124,-478,203,20,8,4,-21,12,-5,2,3278,3282,3268,3407,3175,3265,3262,9.147138253,9.699433716,8.026736329,8.789920891,8.757589911,7.782327148,8.915347757,8.406182046,8.203926165,8.407286315,1.364811104,0.784085959,-0.379445717,0.585994726,0.350303597,0.696924819,2.06185567,2.597743757,2.92997363,1.634750117,-6.069053634,1.539131697,-16.5496709,3.017872839,-1.050910789,-5.372128815,3.600987368,-13.95192715,5.947846469,0.583839327
050,2,4,27,105,Minnesota,Nobles County,22284,22201,22073,22106,22065,22242,22338,-83,-128,33,-41,177,96,83,372,367,355,342,365,44,210,188,195,196,202,39,162,179,160,146,163,2,70,278,305,365,125,-113,-351,-440,-514,-337,-194,-111,-281,-162,-209,28,-69,-11,-9,16,8,3,2,514,514,515,514,514,514,514,16.80444505,16.61422848,16.07389464,15.43774122,16.37505608,9.486380268,8.510830938,8.829322406,8.847360462,9.062359803,7.318064778,8.103397542,7.244572231,6.590380753,7.312696276,3.162126756,12.5851649,13.80996582,16.47595188,5.607895918,-15.85580702,-19.91896602,-23.27318829,-15.21204324,-8.703454464,-12.69368026,-7.333801127,-9.463222476,1.263908638,-3.095558546
050,2,4,27,107,Minnesota,Norman County,6445,6438,6445,6356,6335,6301,6336,-7,7,-89,-21,-34,35,20,70,67,74,50,69,18,82,103,86,92,96,2,-12,-36,-12,-42,-27,0,2,12,12,17,15,-9,12,-65,-19,-10,48,-9,14,-53,-7,7,63,0,5,0,-2,1,-1,103,103,103,103,103,103,103,10.86703408,10.46793219,11.66180758,7.913896803,10.92031337,12.7299542,16.09249277,13.55291151,14.56157012,15.19347947,-1.862920127,-5.624560581,-1.891103932,-6.647673314,-4.2731661,0.310486688,1.874853527,1.891103932,2.690724913,2.373981166,1.862920127,-10.1554566,-2.994247892,-1.582779361,7.596739733,2.173406815,-8.280603078,-1.10314396,1.107945552,9.970720899
050,2,4,27,109,Minnesota,Olmsted County,162855,163055,163717,163908,164841,165777,166731,200,662,191,933,936,954,480,1933,1975,1954,1921,1956,315,1229,1393,1323,1288,1303,165,704,582,631,633,653,8,269,629,747,790,440,-39,-451,-971,-418,-468,-153,-31,-182,-342,329,322,287,66,140,-49,-27,-19,14,3209,3208,3120,3075,3226,3261,3261,11.83087902,12.056467,11.88748863,11.62066191,11.76513046,7.522064314,8.503624571,8.048693684,7.791469309,7.837405416,4.308814709,3.552842427,3.838794947,3.829192603,3.927725047,1.646407893,3.839755818,4.544500516,4.778929157,2.646552865,-2.760334423,-5.927508585,-2.542973515,-2.83106183,-0.92027861,-1.11392653,-2.087752766,2.001527001,1.947867327,1.726274255
050,2,4,27,111,Minnesota,Otter Tail County,60094,60098,60245,60594,60754,60958,61041,4,147,349,160,204,83,151,582,640,598,557,574,190,775,815,765,753,765,-39,-193,-175,-167,-196,-191,0,8,66,153,198,97,32,295,465,190,213,177,32,303,531,343,411,274,11,37,-7,-16,-11,0,1280,1280,1278,1280,1285,1288,1282,9.672353191,10.59260669,9.855951478,9.152754042,9.409913196,12.87985176,13.48902258,12.60836602,12.3734718,12.5410864,-3.207498567,-2.896415892,-2.752414543,-3.22071776,-3.131173206,0.132953309,1.092362565,2.521673204,3.253582227,1.590176969,4.90265325,7.696190799,3.1314896,3.500065729,2.901663128,5.035606558,8.788553364,5.653162805,6.753647956,4.491840097
050,2,4,27,113,Minnesota,Pennington County,13987,13942,13786,13826,13734,13750,13686,-45,-156,40,-92,16,-64,30,135,170,132,142,154,25,155,177,141,133,137,5,-20,-7,-9,9,17,0,1,13,18,85,20,-46,-137,37,-99,-77,-100,-46,-136,50,-81,8,-80,-4,0,-3,-2,-1,-1,282,282,281,282,282,282,282,9.73744951,12.31348689,9.579100145,10.33328482,11.22612626,11.18003462,12.82051282,10.23222061,9.678358318,9.986878554,-1.442585113,-0.507025931,-0.653120464,0.654926503,1.239247704,0.072129256,0.941619586,1.306240929,6.18541697,1.457938475,-9.881708021,2.679994205,-7.184325109,-5.603260079,-7.289692375,-9.809578765,3.621613791,-5.87808418,0.582156891,-5.8317539
050,2,4,27,115,Minnesota,Pine County,28875,28886,29080,29793,30190,30398,30472,11,194,713,397,208,74,61,261,257,265,240,242,85,338,428,325,332,338,-24,-77,-171,-60,-92,-96,0,2,14,22,23,13,29,248,812,431,278,157,29,250,826,453,301,170,6,21,58,4,-1,0,1554,1554,1217,1563,1598,1649,1649,9.005278957,8.730657517,8.83583682,7.922360864,7.951371776,11.66200876,14.53977205,10.83640365,10.95926586,11.10563496,-2.656729807,-5.809114535,-2.000566827,-3.036904998,-3.154263184,0.069005969,0.47560002,0.73354117,0.759226249,0.427139806,8.556740158,27.58480118,14.37073838,9.176734667,5.158534582,8.625746127,28.0604012,15.10427955,9.935960916,5.585674388
050,2,4,27,117,Minnesota,Pipestone County,9420,9418,9359,9334,9289,9251,9260,-2,-59,-25,-45,-38,9,38,131,118,135,114,124,25,126,134,133,127,130,13,5,-16,2,-13,-6,0,15,33,28,76,13,-15,-79,-40,-75,-102,1,-15,-64,-7,-47,-26,14,0,0,-2,0,1,1,144,144,144,144,144,144,144,13.95324067,12.62504681,14.49820115,12.29773463,13.39743936,13.42067423,14.33691756,14.28341298,13.70010788,14.04570256,0.532566438,-1.711870754,0.214788165,-1.402373247,-0.648263195,1.597699313,3.53073343,3.007034312,8.198489752,1.404570256,-8.414549715,-4.279676884,-8.054556194,-11.00323625,0.108043866,-6.816850402,-0.748943455,-5.047521882,-2.804746494,1.512614121
050,2,4,27,119,Minnesota,Polk County,31203,31099,30861,30815,30563,30683,30545,-104,-238,-46,-252,120,-138,93,372,368,338,292,338,80,397,405,382,350,352,13,-25,-37,-44,-58,-14,0,21,75,83,40,13,-105,-241,-67,-294,139,-138,-105,-220,8,-211,179,-125,-12,7,-17,3,-1,1,1261,1261,1256,1291,1333,1419,1419,12.00774693,11.93332901,11.01371827,9.535316592,11.04070033,12.81471917,13.13314742,12.44745674,11.42931783,11.49800745,-0.80697224,-1.199818406,-1.433738473,-1.894001241,-0.457307114,0.677856682,2.432064336,2.70455212,1.306207752,0.424642321,-7.779212395,-2.17264414,-9.579979797,4.539071939,-4.507741556,-7.101355713,0.259420196,-6.875427678,5.845279692,-4.083099236
050,2,4,27,121,Minnesota,Pope County,11308,11327,11415,11421,11407,11464,11420,19,88,6,-14,57,-44,30,120,122,116,101,102,33,137,148,128,130,133,-3,-17,-26,-12,-29,-31,0,4,9,9,11,6,22,98,29,-8,77,-19,22,102,38,1,88,-13,0,3,-6,-3,-2,0,134,134,134,134,134,134,134,10.55316155,10.68488352,10.16295777,8.832145512,8.914525433,12.04819277,12.96198984,11.21429823,11.36810808,11.62384199,-1.49503122,-2.277106323,-1.051340459,-2.535962573,-2.709316553,0.351772052,0.788229112,0.788505344,0.961916838,0.524383849,8.618415267,2.539849361,-0.700893639,6.733417865,-1.660548855,8.970187319,3.328078473,0.087611705,7.695334703,-1.136165006
050,2,4,27,123,Minnesota,Ramsey County,552362,551733,543343,538375,537716,540713,541623,-629,-8390,-4968,-659,2997,910,1804,6623,6715,6493,6378,6427,1320,5033,5172,4911,4848,4915,484,1590,1543,1582,1530,1512,100,954,3398,3942,4706,2308,-1260,-10571,-10108,-6159,-3214,-2924,-1160,-9617,-6710,-2217,1492,-616,47,-363,199,-24,-25,14,17790,17797,16904,17193,17193,17319,17339,12.09596412,12.41543545,12.06775263,11.82831693,11.87616415,9.192056077,9.562566214,9.127480854,8.990856144,9.082207374,2.903908039,2.852869232,2.94027178,2.837460788,2.793956775,1.742344824,6.282598607,7.326517925,8.72751011,4.264849363,-19.30642257,-18.6887895,-11.44698729,-5.960522204,-5.403128049,-17.56407774,-12.40619089,-4.120469366,2.766987906,-1.138278686
050,2,4,27,125,Minnesota,Red Lake County,3933,3937,3946,3883,3915,3894,3940,4,9,-63,32,-21,46,12,55,50,45,45,51,9,35,42,40,42,44,3,20,8,5,3,7,0,0,0,1,0,0,1,-12,-73,28,-25,39,1,-12,-73,29,-25,39,0,1,2,-2,1,0,31,31,31,31,31,31,31,13.9540784,12.77302338,11.54142088,11.52516327,13.0201685,8.879868071,10.72933964,10.25904078,10.75681906,11.23308655,5.074210326,2.04368374,1.282380098,0.768344218,1.787081951,0,0,0.25647602,0,0,-3.044526196,-18.64861413,7.181328546,-6.402868485,9.956599438,-3.044526196,-18.64861413,7.437804565,-6.402868485,9.956599438
050,2,4,27,127,Minnesota,Redwood County,15426,15417,15392,15365,15326,15238,15265,-9,-25,-27,-39,-88,27,56,187,185,185,185,185,41,207,185,148,161,162,15,-20,0,37,24,23,0,4,21,14,8,6,-25,-17,-40,-89,-121,-1,-25,-13,-19,-75,-113,5,1,8,-8,-1,1,-1,285,285,285,285,285,285,285,12.13930994,12.02978184,12.05565149,12.10574532,12.12995443,13.43763186,12.02978184,9.644521195,10.53527025,10.62190604,-1.298321919,0,2.411130299,1.570475069,1.508048389,0.259664384,1.365542803,0.912319573,0.52349169,0.393403928,-1.103573631,-2.601033911,-5.799745854,-7.917811805,-0.065567321,-0.843909247,-1.235491108,-4.887426281,-7.394320115,0.327836606
050,2,4,27,129,Minnesota,Renville County,14723,14691,14605,14537,14462,14417,14356,-32,-86,-68,-75,-45,-61,34,146,169,162,154,154,38,206,184,184,171,174,-4,-60,-15,-22,-17,-20,0,1,9,14,42,17,-27,-37,-57,-67,-71,-60,-27,-36,-48,-53,-29,-43,-1,10,-5,0,1,2,306,306,306,306,306,306,306,9.967231021,11.59838035,11.17279906,10.66518924,10.70447989,14.06335336,12.62782239,12.69009276,11.84251532,12.09467209,-4.096122338,-1.029442042,-1.5172937,-1.177326085,-1.390192194,0.068268706,0.617665225,0.965550536,2.908687974,1.181663365,-2.525942108,-3.911879761,-4.620848995,-4.917067766,-4.170576582,-2.457673403,-3.294214536,-3.655298459,-2.008379792,-2.988913217
050,2,4,27,131,Minnesota,Rice County,67093,67105,67359,67991,68585,69545,69939,12,254,632,594,960,394,184,628,649,671,653,657,151,627,581,575,550,551,33,1,68,96,103,106,2,107,329,494,694,270,-37,80,253,18,167,13,-35,187,582,512,861,283,14,66,-18,-14,-4,5,7272,7293,7290,7653,7966,8263,8263,9.3407901,9.589951976,9.826030928,9.454861363,9.420435319,9.32591623,8.585149612,8.420220244,7.963512633,7.900547733,0.01487387,1.004802364,1.405810684,1.49134873,1.519887586,1.591504046,4.861470262,7.234067479,10.04850503,3.871411775,1.189909567,3.738455855,0.263589503,2.418012018,0.186401308,2.781413613,8.599926118,7.497656982,12.46651705,4.057813083
050,2,4,27,133,Minnesota,Rock County,9697,9685,9700,9603,9621,9563,9524,-12,15,-97,18,-58,-39,20,107,108,63,76,85,33,129,121,103,109,115,-13,-22,-13,-40,-33,-30,0,1,6,7,14,2,0,30,-93,54,-40,-10,0,31,-87,61,-26,-8,1,6,3,-3,1,-1,235,235,234,235,235,235,235,11.0394635,11.18997047,6.554307116,7.923269391,8.906585634,13.30925974,12.53691136,10.71577195,11.36363636,12.05008645,-2.269796234,-1.34694089,-4.161464836,-3.440366972,-3.143500812,0.103172556,0.621665026,0.728256346,1.459549625,0.209566721,3.095176683,-9.635807906,5.617977528,-4.170141785,-1.047833604,3.198349239,-9.014142879,6.346233874,-2.71059216,-0.838266883
050,2,4,27,135,Minnesota,Roseau County,15326,15298,15273,15347,15280,15249,15246,-28,-25,74,-67,-31,-3,35,160,191,160,155,158,44,187,176,134,132,132,-9,-27,15,26,23,26,0,1,11,11,16,15,-20,-12,56,-103,-70,-46,-20,-11,67,-92,-54,-31,1,13,-8,-1,0,2,158,158,158,158,158,158,158,10.46743646,12.47550621,10.44829725,10.15427954,10.36235448,12.23381636,11.49575441,8.75044895,8.647515477,8.657156911,-1.766379903,0.979751796,1.697848304,1.50676406,1.705197573,0.065421478,0.718484651,0.718320436,1.048183694,0.983767831,-0.785057734,3.657740039,-6.726091357,-4.585803662,-3.016888014,-0.719636257,4.37622469,-6.007770921,-3.537619968,-2.033120184
050,2,4,27,137,Minnesota,St. Louis County,200227,200067,199340,200567,200669,200630,200518,-160,-727,1227,102,-39,-112,427,1809,1809,1732,1687,1693,588,2433,2426,2269,2281,2313,-161,-624,-617,-537,-594,-620,0,39,102,154,103,24,-58,-330,1676,520,468,477,-58,-291,1778,674,571,501,59,188,66,-35,-16,7,8983,8976,8759,9825,10140,10223,10195,9.058429121,9.047103452,8.633323032,8.407696007,8.440774976,12.18306139,12.13282088,11.31005194,11.36808215,11.53190344,-3.124632267,-3.085717429,-2.676728908,-2.960386146,-3.091128461,0.195289517,0.510118603,0.767628029,0.513332951,0.119656586,-1.652449757,8.381948803,2.591990749,2.332425448,2.378174639,-1.45716024,8.892067406,3.359618778,2.8457584,2.497831224
050,2,4,27,139,Minnesota,Scott County,150930,151361,153494,154819,156145,157454,159017,431,2133,1325,1326,1309,1563,411,1689,1691,1713,1589,1599,214,880,944,914,909,917,197,809,747,799,680,682,3,150,602,609,772,294,178,1066,71,-64,-147,575,181,1216,673,545,625,869,53,108,-95,-18,4,12,1323,1323,1146,1321,1323,1328,1324,11.0806777,10.96937203,11.01735249,10.13396089,10.10519131,5.773236457,6.123647073,5.878493974,5.797212364,5.795159746,5.307441243,4.845724961,5.138858517,4.336748523,4.310031567,0.984074396,3.905122392,3.916852112,4.923485088,1.857990148,6.993488708,0.460570913,-0.41162321,-0.937502989,3.633824268,7.977563104,4.365693305,3.505228901,3.985982098,5.491814416
050,2,4,27,141,Minnesota,Sherburne County,97189,97588,99225,100972,102388,103156,104194,399,1637,1747,1416,768,1038,297,1131,1183,1179,1164,1178,137,745,745,635,672,680,160,386,438,544,492,498,1,25,129,127,265,134,211,1186,1200,769,17,404,212,1211,1329,896,282,538,27,40,-20,-24,-6,2,2221,2221,2219,2590,2631,2611,2610,11.49314324,11.81835892,11.59520063,11.32604211,11.36243067,7.570638118,7.442668971,6.245082612,6.538745962,6.558958283,3.922505119,4.375689945,5.350118017,4.787296151,4.80347239,0.254048259,1.2887306,1.249016522,2.578523333,1.292500603,12.05204941,11.98819163,7.562942565,0.165414704,3.896792862,12.30609767,13.27692223,8.811959087,2.743938038,5.189293465
050,2,4,27,143,Minnesota,Sibley County,14846,14820,14965,14986,15179,15290,15356,-26,145,21,193,111,66,46,157,192,166,195,195,28,127,162,127,133,138,18,30,30,39,62,57,0,6,18,37,38,18,-43,105,-15,120,14,-8,-43,111,3,157,52,10,-1,4,-12,-3,-3,-1,264,264,264,264,264,264,264,10.54221924,12.82094087,11.00613294,12.79989498,12.7259675,8.527782441,10.81766886,8.420354716,8.730184778,9.006069308,2.014436797,2.003272011,2.58577822,4.069710197,3.719898192,0.402887359,1.201963207,2.453174209,2.494338508,1.174704692,7.05052879,-1.001636005,7.956240676,0.918966819,-0.522090974,7.453416149,0.200327201,10.40941489,3.413305327,0.652613718
050,2,4,27,145,Minnesota,Stearns County,158282,158456,159112,160119,161805,163113,164110,174,656,1007,1686,1308,997,532,1917,2063,1990,1980,2025,329,1367,1329,1202,1207,1228,203,550,734,788,773,797,9,343,951,1165,923,551,-78,-349,-632,-233,-375,-362,-69,-6,319,932,548,189,40,112,-46,-34,-13,11,7185,7185,7099,6725,6835,6946,6940,12.07300484,12.92480993,12.36316646,12.18769043,12.3768806,8.609179766,8.326259041,7.467601049,7.429566845,7.505584876,3.463825071,4.598550893,4.895565413,4.758123588,4.871295722,2.160167271,5.958067982,7.23773313,5.681433469,3.367733931,-2.197954454,-3.95951521,-1.447546626,-2.308274703,-2.212558408,-0.037787183,1.998552772,5.790186504,3.373158766,1.155175523
050,2,4,27,147,Minnesota,Steele County,37409,37388,37441,37471,37462,37453,37464,-21,53,30,-9,-9,11,92,402,433,385,385,395,88,356,385,369,361,364,4,46,48,16,24,31,0,11,62,93,129,4,-30,-29,-62,-113,-161,-25,-30,-18,0,-20,-32,-21,5,25,-18,-5,-1,1,500,500,500,500,500,500,500,10.74449745,11.56023067,10.27584642,10.27831542,10.54500314,9.515027596,10.27872704,9.84879826,9.637589268,9.717420612,1.229469858,1.281503631,0.427048163,0.640726156,0.827582525,0.294003662,1.655275523,2.482217448,3.44390309,0.106784842,-0.775100563,-1.655275523,-3.016027651,-4.298204632,-0.667405262,-0.481096901,0,-0.533810204,-0.854301542,-0.56062042
050,2,4,27,149,Minnesota,Stevens County,9677,9672,9692,9777,9921,9828,9747,-5,20,85,144,-93,-81,36,103,131,128,98,101,16,90,81,72,78,79,20,13,50,56,20,22,0,13,124,66,62,38,-23,-14,-90,22,-177,-138,-23,-1,34,88,-115,-100,-2,8,1,0,2,-3,689,689,685,724,762,729,732,10.63829787,13.45729108,12.99624327,9.924553142,10.3192848,9.295600083,8.320920438,7.310386841,7.899134133,8.071519796,1.34269779,5.136370641,5.685856432,2.025419009,2.247765006,1.34269779,12.73819919,6.701187938,6.278798927,3.882503193,-1.445982235,-9.245467153,2.233729313,-17.92495823,-14.09961686,-0.103284445,3.492732036,8.934917251,-11.6461593,-10.21711367
050,2,4,27,151,Minnesota,Swift County,9831,9801,9787,9760,9687,9721,9763,-30,-14,-27,-73,34,42,31,112,110,122,115,116,27,120,119,111,100,105,4,-8,-9,11,15,11,0,7,34,18,63,35,-32,-18,-48,-106,-45,-4,-32,-11,-14,-88,18,31,-2,5,-4,4,1,0,382,382,382,382,382,383,382,11.4355728,11.25492403,12.5469224,11.85078318,11.90720591,12.25239943,12.17578145,11.41564252,10.30502885,10.77807432,-0.816826629,-0.920857421,1.131279889,1.545754328,1.129131595,0.7147233,3.4787947,1.851185273,6.492168178,3.592691439,-1.837859914,-4.911239576,-10.90142438,-4.637262984,-0.410593307,-1.123136614,-1.432444876,-9.050239111,1.854905194,3.182098132
